name,common_name,name_type
Boy,crack,street_name
Breakfast of Champions,crack,street_name
Bubble Gum,crack,street_name
Bullion,crack,street_name
Bump,crack,street_name
Candy,crack,street_name
Caps,crack,street_name
Casper the Ghost,crack,street_name
Caviar,crack,street_name
CD,crack,street_name
Cheap Basing,crack,street_name
Chewies,crack,street_name
Chingy,crack,street_name
Clicker,crack,street_name
Climax,crack,street_name
Cloud,crack,street_name
Cloud Nine,crack,street_name
Cookies,crack,street_name
CRC,crack,street_name
Crib,crack,street_name
Crunch and Munch,crack,street_name
Devil,crack,street_name
Ecstasy,ecstasy/MDMA,street_name
MDMA,ecstasy/MDMA,street_name
Molly,ecstasy/MDMA,street_name
Adam,ecstasy/MDMA,street_name
Baby Slits,ecstasy/MDMA,street_name
Beans,ecstasy/MDMA,street_name
Blue Kisses,ecstasy/MDMA,street_name
Blue Superman,ecstasy/MDMA,street_name
Bombs,ecstasy/MDMA,street_name
Booty Juice,ecstasy/MDMA,street_name
Candy,ecstasy/MDMA,street_name
Chocolate Chips,ecstasy/MDMA,street_name
Clarity,ecstasy/MDMA,street_name
Dancing Shoes,ecstasy/MDMA,street_name
Decadence,ecstasy/MDMA,street_name
Disco Biscuits,ecstasy/MDMA,street_name
Doctor,ecstasy/MDMA,street_name
Domex,ecstasy/MDMA,street_name
Drop,ecstasy/MDMA,street_name
E,ecstasy/MDMA,street_name
E-Bomb,ecstasy/MDMA,street_name
Essence,ecstasy/MDMA,street_name
Eve,ecstasy/MDMA,street_name
Go,ecstasy/MDMA,street_name
Goog,ecstasy/MDMA,street_name
Green Apple,ecstasy/MDMA,street_name
Happy Pill,ecstasy/MDMA,street_name
Hug,ecstasy/MDMA,street_name
Hug Drug,ecstasy/MDMA,street_name
Kleenex,ecstasy/MDMA,street_name
Love Doctor,ecstasy/MDMA,street_name
Love Drug,ecstasy/MDMA,street_name
Love Flip,ecstasy/MDMA,street_name
Love Potion #9,ecstasy/MDMA,street_name
Love Trip,ecstasy/MDMA,street_name
Lover’s Speed,ecstasy/MDMA,street_name
Malcolm X,ecstasy/MDMA,street_name
Moon Rock,ecstasy/MDMA,street_name
Peace,ecstasy/MDMA,street_name
Pingaz,ecstasy/MDMA,street_name
Pingers,ecstasy/MDMA,street_name
Rolls,ecstasy/MDMA,street_name
Rolling,ecstasy/MDMA,street_name
Running,ecstasy/MDMA,street_name
Scooby Snacks,ecstasy/MDMA,street_name
Skittle,ecstasy/MDMA,street_name
Smacks,ecstasy/MDMA,street_name
Slits,ecstasy/MDMA,street_name
Smarties,ecstasy/MDMA,street_name
Speed for Lovers,ecstasy/MDMA,street_name
Sweets,ecstasy/MDMA,street_name
Tacha,ecstasy/MDMA,street_name
Thizz,ecstasy/MDMA,street_name
Vitamin E,ecstasy/MDMA,street_name
Vowels,ecstasy/MDMA,street_name
White Mercedes,ecstasy/MDMA,street_name
X,ecstasy/MDMA,street_name
XTC,ecstasy/MDMA,street_name
Yokes,ecstasy/MDMA,street_name
Norco,hydrocodone,brand_name
Vicodin,hydrocodone,brand_name
Lorcet,hydrocodone,brand_name
357s,hydrocodone,street_name
Bananas,hydrocodone,street_name
Dones,hydrocodone,street_name
Dro,hydrocodone,street_name
Droco,hydrocodone,street_name
Fluff,hydrocodone,street_name
Hydros,hydrocodone,street_name
Idiot Pills,hydrocodone,street_name
Lemonade,hydrocodone,street_name
Lorries,hydrocodone,street_name
Scratch,hydrocodone,street_name
Tabs,hydrocodone,street_name
Triple V,hydrocodone,street_name
Veeks,hydrocodone,street_name
Vics,hydrocodone,street_name
Vikes,hydrocodone,street_name
Watsons,hydrocodone,street_name
Dilaudid,hydromorphone,street_name
D,hydromorphone,street_name
Dillies,hydromorphone,street_name
K4,hydromorphone,street_name
Needle Candy,hydromorphone,street_name
Diablo,methamphetamine,street_name
Evil Sister,methamphetamine,street_name
Eye Glasses,methamphetamine,street_name
Fire,methamphetamine,street_name
Fizz,methamphetamine,street_name
Flowers,methamphetamine,street_name
Foco,methamphetamine,street_name
Food,methamphetamine,street_name
Frio,methamphetamine,street_name
Fruit,methamphetamine,street_name
Gak,methamphetamine,street_name
Garbage,methamphetamine,street_name
G-Funk,methamphetamine,street_name
Gifts,methamphetamine,street_name
Girls,methamphetamine,street_name
Glass,methamphetamine,street_name
Go-Fast,methamphetamine,street_name
Go-Go,methamphetamine,street_name
Goofball,methamphetamine,street_name
Groceries,methamphetamine,street_name
Hard Ones,methamphetamine,street_name
Hare,methamphetamine,street_name
Hawaiian Salt,methamphetamine,street_name
Hielo,methamphetamine,street_name
Hiropon,methamphetamine,street_name
Hot Ice,methamphetamine,street_name
Hubbers,methamphetamine,street_name
Ice,methamphetamine,street_name
Ice Cream,methamphetamine,street_name
Ice Water,methamphetamine,street_name
Icehead,methamphetamine,street_name
Jale,methamphetamine,street_name
Jug of Water,methamphetamine,street_name
L.A. Glass,methamphetamine,street_name
L.A. Ice,methamphetamine,street_name
Lemons,methamphetamine,street_name
Lemon Drop,methamphetamine,street_name
Light,methamphetamine,street_name
Light Beige,methamphetamine,street_name
Livianas,methamphetamine,street_name
Madera,methamphetamine,street_name
Mamph,methamphetamine,street_name
Meth,methamphetamine,street_name
Methlies Quick,methamphetamine,street_name
Mexican Crack,methamphetamine,street_name
Mexican Crank,methamphetamine,street_name
Miss Girl,methamphetamine,street_name
Montura,methamphetamine,street_name
Motor,methamphetamine,street_name
Muchacha,methamphetamine,street_name
Nails,methamphetamine,street_name
One Pot,methamphetamine,street_name
No-Doze,methamphetamine,street_name
Paint,methamphetamine,street_name
Pantalones,methamphetamine,street_name
Patudas,methamphetamine,street_name
Peanut Butter Crank,methamphetamine,street_name
Pinata,methamphetamine,street_name
Pointy Ones,methamphetamine,street_name
Pollito,methamphetamine,street_name
Popsicle,methamphetamine,street_name
Purple,methamphetamine,street_name
Raspado,methamphetamine,street_name
Rims,methamphetamine,street_name
Rocket Fuel,methamphetamine,street_name
Salt,methamphetamine,street_name
Shabu,methamphetamine,street_name
Shards,methamphetamine,street_name
Shatter,methamphetamine,street_name
Shaved Ice,methamphetamine,street_name
Shiny Girl,methamphetamine,street_name
Small Girl,methamphetamine,street_name
Soap Dope,methamphetamine,street_name
Soft Ones,methamphetamine,street_name
Speed,methamphetamine,street_name
Speed Dog,methamphetamine,street_name
Spicy Kind,methamphetamine,street_name
Spin,methamphetamine,street_name
Stove Top,methamphetamine,street_name
Stuff,methamphetamine,street_name
Super Ice,methamphetamine,street_name
Table,methamphetamine,street_name
Tina,methamphetamine,street_name
Tires,methamphetamine,street_name
Trash,methamphetamine,street_name
Truck,methamphetamine,street_name
Tupperware,methamphetamine,street_name
Tweak,methamphetamine,street_name
Unassembled,methamphetamine,street_name
Uppers,methamphetamine,street_name
Ventanas,methamphetamine,street_name
Vidrio,methamphetamine,street_name
Walking Zombie,methamphetamine,street_name
Water,methamphetamine,street_name
Wazz,methamphetamine,street_name
White,methamphetamine,street_name
Whizz,methamphetamine,street_name
Windows,methamphetamine,street_name
Witches Teeth,methamphetamine,street_name
Yaba,methamphetamine,street_name
Yellow Barn,methamphetamine,street_name
Yellow Cake,methamphetamine,street_name
Yellow Kind,methamphetamine,street_name
Zip,methamphetamine,street_name
Accordion,methamphetamine,street_name
Amp,methamphetamine,street_name
Aqua,methamphetamine,street_name
Arroz,methamphetamine,street_name
Assembled,methamphetamine,street_name
Batu,methamphetamine,street_name
Begok,methamphetamine,street_name
Biker’s Coffee,methamphetamine,street_name
Blue,methamphetamine,street_name
Blue Bell Ice Cream,methamphetamine,street_name
Beers,methamphetamine,street_name
Bottles,methamphetamine,street_name
Bucio,methamphetamine,street_name
Bud Light,methamphetamine,street_name
Bump,methamphetamine,street_name
Cajitas,methamphetamine,street_name
Chalk,methamphetamine,street_name
Chandelier,methamphetamine,street_name
Chavalone,methamphetamine,street_name
Chicken,methamphetamine,street_name
Chicken Feed,methamphetamine,street_name
Chicken Powder,methamphetamine,street_name
Chris,methamphetamine,street_name
Christine,methamphetamine,street_name
Christy,methamphetamine,street_name
Clear,methamphetamine,street_name
Clothing Cleaner,methamphetamine,street_name
Cold,methamphetamine,street_name
Cold One,methamphetamine,street_name
Colorado Rockies,methamphetamine,street_name
Crank,methamphetamine,street_name
Cream,methamphetamine,street_name
Cri-Cri,methamphetamine,street_name
Crink,methamphetamine,street_name
Crisco,methamphetamine,street_name
Crissy,methamphetamine,street_name
Christy,methamphetamine,street_name
Crypto,methamphetamine,street_name
Crystal,methamphetamine,street_name
Cuadro,methamphetamine,street_name
Day,methamphetamine,street_name
Diamond,methamphetamine,street_name
Dunk,methamphetamine,street_name
El Gata,methamphetamine,street_name
Ritalin,methylphenidate,brand_name
Concerta,methylphenidate,brand_name
Daytrana,methylphenidate,brand_name
Diet Coke,methylphenidate,street_name
Jif,methylphenidate,street_name
Johnny,methylphenidate,street_name
Kibbles and Bits,methylphenidate,street_name
Kiddie Cocaine,methylphenidate,street_name
Kiddie Coke,methylphenidate,street_name
MPH,methylphenidate,street_name
Pineapple,methylphenidate,street_name
Poor Man’s Cocaine,methylphenidate,street_name
R-Ball,methylphenidate,street_name
R-Pop,methylphenidate,street_name
Rids,methylphenidate,street_name
Rittys,methylphenidate,street_name
Skippy,methylphenidate,street_name
Skittles,methylphenidate,street_name
Smarties,methylphenidate,street_name
Study Buddies,methylphenidate,street_name
Truck Drivers,methylphenidate,street_name
Vitamin R,methylphenidate,street_name
Dreamer,morphine,street_name
First Line,morphine,street_name
God’s Drug,morphine,street_name
Joy Juice,morphine,street_name
Miss Emma,morphine,street_name
Monkey,morphine,street_name
Mister Blue,morphine,street_name
Morpho,morphine,street_name
Unkie,morphine,street_name
White Stuff,morphine,street_name
M,morphine,street_name
Ah-Pen-Yen,opium,street_name
Auntie,opium,street_name
Aunt Emma,opium,street_name
Big O,opium,street_name
Black,opium,street_name
Black Pill,opium,street_name
Black Russian,opium,street_name
Chandoo,opium,street_name
China,opium,street_name
Chinese Molasses,opium,street_name
Chinese Tobacco,opium,street_name
Chocolate,opium,street_name
Cruz,opium,street_name
Dopium,opium,street_name
Dover’s Powder,opium,street_name
Dream Gum,opium,street_name
Dream Stick,opium,street_name
Dreams,opium,street_name
Easing Powder,opium,street_name
Fi-Do-Nie,opium,street_name
Gee,opium,street_name
God’s medicine,opium,street_name
Goma,opium,street_name
Gondola,opium,street_name
Goric,opium,street_name
Great Tobacco,opium,street_name
Gum,opium,street_name
Guma,opium,street_name
Hocus,opium,street_name
Hops,opium,street_name
Incense,opium,street_name
Joy Plant,opium,street_name
Midnight Oil,opium,street_name
Mira,opium,street_name
Ope,opium,street_name
Opio,opium,street_name
Pen Yan,opium,street_name
Pin Gon,opium,street_name
Pin Yen,opium,street_name
Pox,opium,street_name
Skee,opium,street_name
Toxy,opium,street_name
Toys,opium,street_name
When-Shee,opium,street_name
Zero,opium,street_name
Oxaydo,oxycodone,brand_name
Roxicodone,oxycodone,brand_name
Oxycontin,oxycodone,brand_name
Oxycodone,oxycodone,brand_name
30s,oxycodone,street_name
40s,oxycodone,street_name
512s,oxycodone,street_name
Beans,oxycodone,street_name
Blues,oxycodone,street_name
Buttons,oxycodone,street_name
Cotton,oxycodone,street_name
Greens,oxycodone,street_name
Hillbilly Heroin,oxycodone,street_name
Kickers,oxycodone,street_name
Killers,oxycodone,street_name
Muchachas,oxycodone,street_name
Mujeres,oxycodone,street_name
OC,oxycodone,street_name
Oxy,oxycodone,street_name
Oxy 80s,oxycodone,street_name
Roxy,oxycodone,street_name
Roxy Shorts,oxycodone,street_name
Whites,oxycodone,street_name
Oxycat,oxycodone,street_name
Pink,U-47700,street_name
Pinky,U-47700,street_name
U4,U-47700,street_name
Peliroja,marijuana,street_name
Pelosa,marijuana,street_name
Phoenix,marijuana,street_name
Pine,marijuana,street_name
Pink Panther,marijuana,street_name
Pintura,marijuana,street_name
Plant,marijuana,street_name
Platinum Cookies,marijuana,street_name
Platinum Jack,marijuana,street_name
Pocket Rocket,marijuana,street_name
Popcorn,marijuana,street_name
Porro,marijuana,street_name
Pot,marijuana,street_name
Pretendo,marijuana,street_name
Prop 215,marijuana,street_name
Puff,marijuana,street_name
Purple Haze,marijuana,street_name
Purple OG,marijuana,street_name
Queen Anns Lace,marijuana,street_name
Red Hair,marijuana,street_name
Ragweed,marijuana,street_name
Railroad Weed,marijuana,street_name
Rainy Day Woman,marijuana,street_name
Rasta Weed,marijuana,street_name
Red Cross,marijuana,street_name
Red Dirt,marijuana,street_name
Reefer,marijuana,street_name
Reggie,marijuana,street_name
Repollo,marijuana,street_name
Righteous Bush,marijuana,street_name
Root,marijuana,street_name
Rope,marijuana,street_name
Rosa Maria,marijuana,street_name
Salt and Pepper,marijuana,street_name
Santa Marta,marijuana,street_name
Sasafras,marijuana,street_name
Sativa,marijuana,street_name
Shoes,marijuana,street_name
Sinsemilla,marijuana,street_name
Shmagma,marijuana,street_name
Shora,marijuana,street_name
Shrimp,marijuana,street_name
Shwag,marijuana,street_name
Skunk,marijuana,street_name
Skywalker,marijuana,street_name
Smoke,marijuana,street_name
Smoochy Woochy Poochy,marijuana,street_name
Smoke Canada,marijuana,street_name
Sour OG,marijuana,street_name
Spliff,marijuana,street_name
Stems,marijuana,street_name
Sticky,marijuana,street_name
Stink Weed,marijuana,street_name
Sugar Weed,marijuana,street_name
Sweet Lucy,marijuana,street_name
Tahoe,marijuana,street_name
Tangy OG,marijuana,street_name
Terp,marijuana,street_name
Terpenes,marijuana,street_name
Tex-Mex,marijuana,street_name
Texas Tea,marijuana,street_name
Tigitty,marijuana,street_name
Tila,marijuana,street_name
Tims,marijuana,street_name
Top Shelf,marijuana,street_name
Tosca,marijuana,street_name
Train Wreck,marijuana,street_name
Trees,marijuana,street_name
Trinity OG,marijuana,street_name
Tweeds,marijuana,street_name
Valle,marijuana,street_name
Wake and Bake,marijuana,street_name
Weed,marijuana,street_name
Weed Tea,marijuana,street_name
Wet,marijuana,street_name
Wheat,marijuana,street_name
White-Haired Lady,marijuana,street_name
Wooz,marijuana,street_name
Yellow Submarine,marijuana,street_name
Yen Pop,marijuana,street_name
Yerba,marijuana,street_name
Yesca,marijuana,street_name
Young Girls,marijuana,street_name
Zacate,marijuana,street_name
Zacatecas,marijuana,street_name
Zambi,marijuana,street_name
Zip,marijuana,street_name
Zoom,marijuana,street_name
Jon-Jem,marijuana,street_name
Joy Smoke,marijuana,street_name
Juan Valdez,marijuana,street_name
Juanita,marijuana,street_name
Jungle Juice,marijuana,street_name
Kaff,marijuana,street_name
Kali,marijuana,street_name
Kaya,marijuana,street_name
KB,marijuana,street_name
Kentucky Blue,marijuana,street_name
KGB,marijuana,street_name
Khalifa,marijuana,street_name
Kiff,marijuana,street_name
Killa,marijuana,street_name
Kilter,marijuana,street_name
King Louie,marijuana,street_name
Kona Gold,marijuana,street_name
Kumba,marijuana,street_name
Kush,marijuana,street_name
Laughing Grass,marijuana,street_name
Laughing Weed,marijuana,street_name
Leaf,marijuana,street_name
Lechuga,marijuana,street_name
Lemon-Lime,marijuana,street_name
Lea,marijuana,street_name
Liamba,marijuana,street_name
Lime Pillows,marijuana,street_name
Little Green Friends,marijuana,street_name
Little Smoke,marijuana,street_name
Llesca,marijuana,street_name
Loaf,marijuana,street_name
Lobo,marijuana,street_name
Loco Weed,marijuana,street_name
Loud,marijuana,street_name
Love Nuggets,marijuana,street_name
Love Weed,marijuana,street_name
Lucas,marijuana,street_name
M.J.,marijuana,street_name
Machinery,marijuana,street_name
Macoa,marijuana,street_name
Mafafa,marijuana,street_name
Magic Smoke,marijuana,street_name
Manhattan Silver,marijuana,street_name
Manteca,marijuana,street_name
Maracachafa,marijuana,street_name
Maria,marijuana,street_name
Marimba,marijuana,street_name
Mariquita,marijuana,street_name
Mary Ann,marijuana,street_name
Mary Jane,marijuana,street_name
Mary Jones,marijuana,street_name
Mary Warner,marijuana,street_name
Mary Weaver,marijuana,street_name
Matchbox,marijuana,street_name
Matraca,marijuana,street_name
Maui Wowie,marijuana,street_name
Meg,marijuana,street_name
Method,marijuana,street_name
Mersh,marijuana,street_name
Mexican Brown,marijuana,street_name
Mexicali Haze,marijuana,street_name
Mexican Green,marijuana,street_name
Mexican Red,marijuana,street_name
MMJ,marijuana,street_name
Mochie,marijuana,street_name
MoÃ±a,marijuana,street_name
Monte,marijuana,street_name
Moocah,marijuana,street_name
Mootie,marijuana,street_name
Mora,marijuana,street_name
Morisqueta,marijuana,street_name
Mostaza,marijuana,street_name
Mota,marijuana,street_name
Mother,marijuana,street_name
Mowing the Lawn,marijuana,street_name
Muggie,marijuana,street_name
My Brother,marijuana,street_name
Narizona,marijuana,street_name
Northern Lights,marijuana,street_name
Nug,marijuana,street_name
O-Boy,marijuana,street_name
OG,marijuana,street_name
O.J.,marijuana,street_name
Owl,marijuana,street_name
Paja,marijuana,street_name
Palm,marijuana,street_name
Paloma,marijuana,street_name
Palomita,marijuana,street_name
Panama Cut,marijuana,street_name
Panama Gold,marijuana,street_name
Panama Red,marijuana,street_name
Pakalolo,marijuana,street_name
Parsley,marijuana,street_name
Pasto,marijuana,street_name
Pasture,marijuana,street_name
Dew,marijuana,street_name
Diesel,marijuana,street_name
Dimba,marijuana,street_name
Dinkie Dow,marijuana,street_name
Diosa Verde,marijuana,street_name
Dirt Grass,marijuana,street_name
Ditch Weed,marijuana,street_name
Dizz,marijuana,street_name
Djamba,marijuana,street_name
Dody,marijuana,street_name
Dojo,marijuana,street_name
Domestic,marijuana,street_name
Donna Juana,marijuana,street_name
Doobie,marijuana,street_name
Downtown Brown,marijuana,street_name
Drag Weed,marijuana,street_name
Dro,marijuana,street_name
Droski,marijuana,street_name
Dry High,marijuana,street_name
Elefante Pata,marijuana,street_name
Endo,marijuana,street_name
Escoba,marijuana,street_name
Fattie,marijuana,street_name
Fine Stuff,marijuana,street_name
Fire,marijuana,street_name
Flower,marijuana,street_name
Flower Tops,marijuana,street_name
Fluffy,marijuana,street_name
Fuzzy Lady,marijuana,street_name
Gallina,marijuana,street_name
Gallito,marijuana,street_name
Garden,marijuana,street_name
Garifa,marijuana,street_name
Gauge,marijuana,street_name
Gangster,marijuana,street_name
Ganja,marijuana,street_name
Gash,marijuana,street_name
Gato,marijuana,street_name
Ghana,marijuana,street_name
Gigi,marijuana,street_name
Giggle Smoke,marijuana,street_name
Giggle Weed,marijuana,street_name
Girl Scout Cookies,marijuana,street_name
Gloria,marijuana,street_name
Gold,marijuana,street_name
Gold Leaf,marijuana,street_name
Gold Star,marijuana,street_name
Gong,marijuana,street_name
Good Giggles,marijuana,street_name
Gorilla,marijuana,street_name
Gorilla Glue,marijuana,street_name
Grand Daddy Purp,marijuana,street_name
Grass,marijuana,street_name
Grasshopper,marijuana,street_name
Green,marijuana,street_name
Green Crack,marijuana,street_name
Green-Eyed Girl,marijuana,street_name
Green Eyes,marijuana,street_name
Green Goblin,marijuana,street_name
Green Goddess,marijuana,street_name
Green Mercedes Benz,marijuana,street_name
Green Paint,marijuana,street_name
Green Skunk,marijuana,street_name
Greenhouse,marijuana,street_name
Grenuda,marijuana,street_name
Greta,marijuana,street_name
Guardada,marijuana,street_name
Gummy Bears,marijuana,street_name
Gunga,marijuana,street_name
Hairy Ones,marijuana,street_name
Hash,marijuana,street_name
Hawaiian,marijuana,street_name
Hay,marijuana,street_name
Hemp,marijuana,street_name
Herb,marijuana,street_name
Hierba,marijuana,street_name
Holy Grail,marijuana,street_name
Homegrown,marijuana,street_name
Hooch,marijuana,street_name
Hoja,marijuana,street_name
Humo,marijuana,street_name
Hydro,marijuana,street_name
Indian Boy,marijuana,street_name
Indian Hay,marijuana,street_name
Jamaican Gold,marijuana,street_name
Jamaican Red,marijuana,street_name
Jane,marijuana,street_name
Jive,marijuana,street_name
Jolly Green,marijuana,street_name
420,marijuana,street_name
A-Bomb,marijuana,street_name
Acapulco Gold,marijuana,street_name
Acapulco Red,marijuana,street_name
Ace,marijuana,street_name
African Black,marijuana,street_name
African Bush,marijuana,street_name
Airplane,marijuana,street_name
Alfalfa,marijuana,street_name
Alfombra,marijuana,street_name
Alice B Toklas,marijuana,street_name
All-Star,marijuana,street_name
Almohada,marijuana,street_name
Angola,marijuana,street_name
Animal Cookies,marijuana,street_name
Arizona,marijuana,street_name
Ashes,marijuana,street_name
Aunt Mary,marijuana,street_name
AZ,marijuana,street_name
Baby,marijuana,street_name
Bale,marijuana,street_name
Bambalachacha,marijuana,street_name
Barbara Jean,marijuana,street_name
Bareta,marijuana,street_name
Bash,marijuana,street_name
Bazooka,marijuana,street_name
BC Budd,marijuana,street_name
Bernie,marijuana,street_name
Bhang,marijuana,street_name
Big Pillows,marijuana,street_name
Biggy,marijuana,street_name
Bionic,marijuana,street_name
Black Bart,marijuana,street_name
Black Gold,marijuana,street_name
Black Maria,marijuana,street_name
Blondie,marijuana,street_name
Blue Cheese,marijuana,street_name
Blue Crush,marijuana,street_name
Blue Dream,marijuana,street_name
Blue Jeans,marijuana,street_name
Blue Sage,marijuana,street_name
Blueberry,marijuana,street_name
Bobo Bush,marijuana,street_name
Boo,marijuana,street_name
Boom,marijuana,street_name
Branches,marijuana,street_name
Broccoli,marijuana,street_name
Bud,marijuana,street_name
Budda,marijuana,street_name
Burritos Verdes,marijuana,street_name
Bush,marijuana,street_name
Cabbage,marijuana,street_name
CafÃ©,marijuana,street_name
Cajita,marijuana,street_name
Cali,marijuana,street_name
Camara,marijuana,street_name
Canadian Black,marijuana,street_name
Catnip,marijuana,street_name
Cheeba,marijuana,street_name
Chernobyl,marijuana,street_name
Cheese,marijuana,street_name
Chicago Black,marijuana,street_name
Chicago Green,marijuana,street_name
Chippie,marijuana,street_name
Chistosa,marijuana,street_name
Christmas Tree,marijuana,street_name
Chronic,marijuana,street_name
Churro,marijuana,street_name
Cigars,marijuana,street_name
Citrol,marijuana,street_name
Cola,marijuana,street_name
Colorado Cocktail,marijuana,street_name
Cookie,marijuana,street_name
Cotorritos,marijuana,street_name
Crazy Weed,marijuana,street_name
Creeper Bud,marijuana,street_name
Crippy,marijuana,street_name
Crying Weed,marijuana,street_name
Culican,marijuana,street_name
Dank,marijuana,street_name
Devil’s Lettuce,marijuana,street_name
Hash Oil,hash,street_name
Hash,hash,street_name
710,hash,street_name
BHNO,hash,street_name
BHO,hash,street_name
Black Glass,hash,street_name
Bubble Hash,hash,street_name
Budder,hash,street_name
Butane Hash Oil,hash,street_name
Butane Honey Oil,hash,street_name
Caviar,hash,street_name
CBD,hash,street_name
CBD oil,hash,street_name
Crystalline,hash,street_name
Crumble,hash,street_name
Dabs,hash,street_name
Dipper,hash,street_name
Ear Wax,hash,street_name
Edibles,hash,street_name
ENail,hash,street_name
Errl,hash,street_name
Extract,hash,street_name
Full Melt,hash,street_name
Glob,hash,street_name
Gorilla Glue,hash,street_name
Heady,hash,street_name
Honey Oil,hash,street_name
IWE,hash,street_name
Ice Water Hash,hash,street_name
Klear,hash,street_name
Live Resin,hash,street_name
Moon Rocks,hash,street_name
Rosin,hash,street_name
Rosin Tech,hash,street_name
SAP,hash,street_name
Sauce,hash,street_name
Shatter,hash,street_name
Solventless,hash,street_name
Terp Sauce,hash,street_name
THCA,hash,street_name
THCA Crystal,hash,street_name
THCA Crystalline,hash,street_name
THCA Powder,hash,street_name
Trichrome,hash,street_name
Wax,hash,street_name
Abyss,synthetic cannabinoids,street_name
Ace of Spades,synthetic cannabinoids,street_name
AK-47,synthetic cannabinoids,street_name
Amnesia,synthetic cannabinoids,street_name
Atomic Blast,synthetic cannabinoids,street_name
Big Bang,synthetic cannabinoids,street_name
Black Magic Smoke,synthetic cannabinoids,street_name
Black Mamba,synthetic cannabinoids,street_name
420,synthetic cannabinoids,street_name
Blaze,synthetic cannabinoids,street_name
Bliss,synthetic cannabinoids,street_name
Blue Cheese,synthetic cannabinoids,street_name
Bombay Blue,synthetic cannabinoids,street_name
Brain Freeze,synthetic cannabinoids,street_name
Buzz Haze,synthetic cannabinoids,street_name
Cherry Bomb,synthetic cannabinoids,street_name
Chill,synthetic cannabinoids,street_name
Chrome,synthetic cannabinoids,street_name
Clockwork Orange,synthetic cannabinoids,street_name
Cloud 10,synthetic cannabinoids,street_name
Cowboy Kush,synthetic cannabinoids,street_name
Crystal Skull,synthetic cannabinoids,street_name
Dead Man,synthetic cannabinoids,street_name
Devil’s Venom,synthetic cannabinoids,street_name
Dr. Feel Good,synthetic cannabinoids,street_name
Dragon Eye,synthetic cannabinoids,street_name
Earth Blend,synthetic cannabinoids,street_name
Exodus,synthetic cannabinoids,street_name
Extreme,synthetic cannabinoids,street_name
Fake Bake,synthetic cannabinoids,street_name
Fire,synthetic cannabinoids,street_name
Fruit Candy Flavors,synthetic cannabinoids,street_name
Funky Buddha,synthetic cannabinoids,street_name
Funky Monkey,synthetic cannabinoids,street_name
Garden Salad,synthetic cannabinoids,street_name
Genie,synthetic cannabinoids,street_name
G-Force,synthetic cannabinoids,street_name
GI Joe,synthetic cannabinoids,street_name
Green Dream,synthetic cannabinoids,street_name
Green Peace,synthetic cannabinoids,street_name
Hammer Head,synthetic cannabinoids,street_name
Helix,synthetic cannabinoids,street_name
Hipster,synthetic cannabinoids,street_name
Hysteria,synthetic cannabinoids,street_name
Ice Dragon,synthetic cannabinoids,street_name
Joker,synthetic cannabinoids,street_name
Juicy Leaf,synthetic cannabinoids,street_name
Jungle Juice,synthetic cannabinoids,street_name
Just Chill,synthetic cannabinoids,street_name
K2,synthetic cannabinoids,street_name
Kaos,synthetic cannabinoids,street_name
Karma,synthetic cannabinoids,street_name
Kong,synthetic cannabinoids,street_name
Krazy Kandy,synthetic cannabinoids,street_name
Kryp2nite,synthetic cannabinoids,street_name
Kush,synthetic cannabinoids,street_name
Layer Cake,synthetic cannabinoids,street_name
Limitless,synthetic cannabinoids,street_name
Mad Hatter,synthetic cannabinoids,street_name
Mile High,synthetic cannabinoids,street_name
Mystique,synthetic cannabinoids,street_name
Ninja,synthetic cannabinoids,street_name
Odyssey,synthetic cannabinoids,street_name
OMG,synthetic cannabinoids,street_name
Pandora’s Box,synthetic cannabinoids,street_name
Phoenix,synthetic cannabinoids,street_name
Pineapple Express,synthetic cannabinoids,street_name
Posh,synthetic cannabinoids,street_name
Potpourri,synthetic cannabinoids,street_name
Pow,synthetic cannabinoids,street_name
Rapture,synthetic cannabinoids,street_name
Red Magic,synthetic cannabinoids,street_name
Rewind,synthetic cannabinoids,street_name
Scooby Snax,synthetic cannabinoids,street_name
Sexy,synthetic cannabinoids,street_name
Sky High,synthetic cannabinoids,street_name
Snake Bite,synthetic cannabinoids,street_name
Solar Flare,synthetic cannabinoids,street_name
Spice,synthetic cannabinoids,street_name
Spike Diamond,synthetic cannabinoids,street_name
Storm,synthetic cannabinoids,street_name
Sweet Leaf,synthetic cannabinoids,street_name
Synthetic Marijuana,synthetic cannabinoids,street_name
Terraband,synthetic cannabinoids,street_name
Time Traveler,synthetic cannabinoids,street_name
Top Gear,synthetic cannabinoids,street_name
Train Wreck,synthetic cannabinoids,street_name
Ultimate,synthetic cannabinoids,street_name
Viper,synthetic cannabinoids,street_name
Voodoo Child,synthetic cannabinoids,street_name
Wazabi,synthetic cannabinoids,street_name
Wicked,synthetic cannabinoids,street_name
Wizard,synthetic cannabinoids,street_name
Xtreme,synthetic cannabinoids,street_name
Yucatan,synthetic cannabinoids,street_name
Yucatan Fire,synthetic cannabinoids,street_name
Zero Gravity,synthetic cannabinoids,street_name
Zohai,synthetic cannabinoids,street_name
Zombie,synthetic cannabinoids,street_name
Bath Blow,synthetic cathinones,street_name
Bath Salts,synthetic cathinones,street_name
Bliss,synthetic cathinones,street_name
Bloom,synthetic cathinones,street_name
Blow,synthetic cathinones,street_name
Blue Silk,synthetic cathinones,street_name
Bubbles,synthetic cathinones,street_name
