name,common_name,name_type,full_common_name
Butrans,buprenorphine,brand_name,buprenorphine transdermal system
Demerol,meperidine,brand_name,meperidine;isonipecaine;pethidine
Dilaudid,hydromorphone,brand_name,hydromorphone;dihydromorphinone
Dolophine,methadone,brand_name,methadone hydrochloride tablets
Duragesic,fentanyl,brand_name,fentanyl transdermal system
Fentora,fentanyl,brand_name,fentanyl
Hysingla,hydrocodone,brand_name,hydrocodone
Methadose,methadone,brand_name,methadone
Morphabond,morphine,brand_name,morphine
Nucynta ER,tapentadol,brand_name,tapentadol extended-release oral tablets
Onsolis,fentanyl,brand_name,fentanyl
Oramorph,morphine,brand_name,morphine
Oxaydo,oxycodone,brand_name,oxycodone
Roxanol-T,morphine,brand_name,morphine
Sublimaze,fentanyl,brand_name,fentanyl
Xtampza ER,oxycodone,brand_name,oxycodone
Zohydro ER,hydrocodone,brand_name,hydrocodone
Anexsia,hydrocodone,brand_name,hydrocodone containing acetaminophen
Co-Gesic,hydrocodone,brand_name,hydrocodone containing acetaminophen
Embeda,morphine,brand_name,morphine sulfate and naltrexone extended-release capsules
Exalgo,hydromorphone,brand_name,hydromorphone hydrochloride extended-release tablets
Hycet,hydrocodone,brand_name,hydrocodone containing acetaminophen
Hycodan,hydrocodone,brand_name,hydrocodone containing homatropine
Hydromet,hydrocodone,brand_name,hydrocodone containing homatropine
Ibudone,hydrocodone,brand_name,hydrocodone containing ibuprofen
Kadian,morphine,brand_name,morphine sulfate extended-release tablets
Liquicet,hydrocodone,brand_name,hydrocodone containing acetaminophen
Lorcet,hydrocodone,brand_name,hydrocodone containing acetaminophen
Lorcet Plus,hydrocodone,brand_name,hydrocodone containing acetaminophen
Lortab,hydrocodone,brand_name,hydrocodone containing acetaminophen
Maxidone,hydrocodone,brand_name,hydrocodone containing acetaminophen
MS Contin,morphine,brand_name,morphine sulfate controlled-release tablets
Norco,hydrocodone,brand_name,hydrocodone containing acetaminophen
Opana ER,oxymorphone,brand_name,oxymorphone hydrochloride extended-release tablets
OxyContin,oxycodone,brand_name,oxycodone hydrochloride controlled-release tablets
Oxycet,oxycodone,brand_name,oxycodone containing acetaminophen
Palladone,hydromorphone,brand_name,hydromorphone hydrochloride extended-release capsules
Percocet,oxycodone,brand_name,oxycodone containing acetaminophen
Percodan,oxycodone,brand_name,oxycodone containing aspirin
Reprexain,hydrocodone,brand_name,hydrocodone containing ibuprofen
Rezira,hydrocodone,brand_name,hydrocodone containing pseudoephedrine
Roxicet,oxycodone,brand_name,oxycodone containing acetaminophen
Targiniq ER,oxycodone,brand_name,oxycodone containing naloxone
TussiCaps,hydrocodone,brand_name,hydrocodone containing chlorpheniramine
Tussionex,hydrocodone,brand_name,hydrocodone containing chlorpheniramine
Tuzistra XR,codeine,brand_name,codeine containing chlorpheniramine
Tylenol #3 and #4,codeine,brand_name,codeine containing acetaminophen
Vicodin,hydrocodone,brand_name,hydrocodone containing acetaminophen
Vicodin ES,hydrocodone,brand_name,hydrocodone containing acetaminophen
Vicodin HP,hydrocodone,brand_name,hydrocodone containing acetaminophen
Vicoprofen,hydrocodone,brand_name,hydrocodone containing ibuprofen
Vituz,hydrocodone,brand_name,hydrocodone containing chlorpheniramine
Xartemis XR,oxycodone,brand_name,oxycodone containing acetaminophen
Xodol,hydrocodone,brand_name,hydrocodone containing acetaminophen
Zolvit,hydrocodone,brand_name,hydrocodone containing acetaminophen
Zutripro,hydrocodone,brand_name,hydrocodone containing chlorpheniramine and pseudoephedrine
Zydone,hydrocodone,brand_name,hydrocodone containing acetaminophen
Fentanyl,fentanyl,brand_name,fentanyl extended-release transdermal system
