NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
HEAVEN DUST,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HEAVY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HELEN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HELICOPTER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HELL DUST,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HENRY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HERCULES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HERO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
"3,4-METHYLENEDIOXYAMPHETAMINE","3,4-METHYLENEDIOXYAMPHETAMINE",GENERIC_NAME,"3,4-METHYLENEDIOXYAMPHETAMINE",SCHEDULE I,,,
HIM,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
ADDERALL,ADDERALL,GENERIC_NAME,ADDERALL,SCHEDULE II,,,DRUG
HOMBRE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HORSE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HOT DOPE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HUERA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HUMMERS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
JOJEE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
JOY FLAKES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
JOY POWDER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
JUNK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
KABAYO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
KARACHI,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MIDAZOLAM,MIDAZOLAM,GENERIC_NAME,MIDAZOLAM,SCHEDULE IV,,,MEDICATION
KARATE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
KING’S TICKETS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
LA TIERRA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
LEMONADE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
LENTA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
LIFESAVER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MANTECA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MARIAS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MARRION,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MAYO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MAZPAN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MEAL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
INDIPLON,INDIPLON,GENERIC_NAME,INDIPLON,SCHEDULE IV,,,NONBENZODIAZEPINE
MENTHOL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
KETOBEMIDONE,KETOBEMIDONE,GENERIC_NAME,KETOBEMIDONE,SCHEDULE I,,,
MEXICAN BLACK TAR HEROIN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MEXICAN BROWN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MEXICAN FOOD,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MEXICAN HORSE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TRIONAL,TRIONAL,GENERIC_NAME,TRIONAL,SCHEDULE III,,,DRUG
MEXICAN MUD,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MEXICAN TAR,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MEXICAN TREAT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MODELO NEGRA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
BEZITRAMIDE,BEZITRAMIDE,GENERIC_NAME,BEZITRAMIDE,SCHEDULE II,,,
MOJO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MOLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MONGEGA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MORENA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MORENITA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MORTAL COMBAT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MOTORS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PIRITRAMIDE,PIRITRAMIDE,GENERIC_NAME,PIRITRAMIDE,SCHEDULE I,,,
MUD,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MUJER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MURCIELAGO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
FLUTEMAZEPAM,FLUTEMAZEPAM,GENERIC_NAME,FLUTEMAZEPAM,SCHEDULE IV,,,
MUZZLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
METHYLDESORPHINE,METHYLDESORPHINE,GENERIC_NAME,METHYLDESORPHINE,SCHEDULE I,,,
NANOO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
METHYLDIHYDROMORPHINE,METHYLDIHYDROMORPHINE,GENERIC_NAME,METHYLDIHYDROMORPHINE,SCHEDULE I,,,OPIOID
NEGRA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PENTAMORPHONE,PENTAMORPHONE,GENERIC_NAME,PENTAMORPHONE,SCHEDULE I,,,
NEGRA TOMASA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
NEGRITA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
NICE AND EASY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
NIGHT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
NOISE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
OBAMA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
OLD STEVE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PANTS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PATTY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PEG,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
P-FUNK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PIEZAS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PLATA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
POISON,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
POLVO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
GAMMA-HYDROXYBUTYRIC ACID,GAMMA-HYDROXYBUTYRIC ACID,GENERIC_NAME,GAMMA-HYDROXYBUTYRIC ACID,SCHEDULE I,,,
POLVO DE ALEGRIA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
HASHISH,HASHISH,GENERIC_NAME,HASHISH,SCHEDULE I,,,PRODUCT
POLVO DE ESTRELLAS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
POLVO FELIZ,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
POPPY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
POWDER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PROSTITUTA NEGRA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PUPPY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PURE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
MODAFINIL,MODAFINIL,GENERIC_NAME,MODAFINIL,SCHEDULE IV,,,AGENT
RAMBO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
RAW,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
"N,N-DIMETHYLTRYPTAMINE","N,N-DIMETHYLTRYPTAMINE",GENERIC_NAME,"N,N-DIMETHYLTRYPTAMINE",SCHEDULE I,,,COMPOUND
RED CHICKEN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
RED EAGLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
REINDEER DUST,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
PHENCYCLIDINE,PHENCYCLIDINE,GENERIC_NAME,PHENCYCLIDINE,SCHEDULE II,,,DRUG
ROOFING TAR,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
RUBY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SACK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SALT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SAND,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SCAG,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SCAT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SCHMECK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SCRAMBLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SHEEP,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SHIRTS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SHOES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SKAG,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SKUNK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TRENBOLONE,TRENBOLONE,GENERIC_NAME,TRENBOLONE,SCHEDULE III,,,STEROID
SLIME,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SMACK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SMECK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SNICKERS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SODA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SPEEDBALL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SPIDER BLUE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
DESMETHYLPRODINE,DESMETHYLPRODINE,GENERIC_NAME,DESMETHYLPRODINE,SCHEDULE I,,,DRUG
STICKY KIND,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
STUFA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SUGAR,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
SWEET JESUS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TAN,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TAR,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TECATA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
ETHYLMORPHINE,ETHYLMORPHINE,GENERIC_NAME,ETHYLMORPHINE,SCHEDULE II,,,ETHYLMORPHINE
THUNDER,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TIRES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TOMASA,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TOOTSIE ROLL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TRAGIC MAGIC,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TREES,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
TURTLE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
VIDRIO,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WEIGHTS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WHISKEY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WHITE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WHITE BOY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WHITE GIRL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WHITE JUNK,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WHITE LADY,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WHITE NURSE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WHITE SHIRT,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WHITE STUFF,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WINGS,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WITCH,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
WITCH HAZEL,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
ZAPAPOTE,HEROIN,STREET_NAME,HEROIN,SCHEDULE I,,,PAINKILLER
OXYCODONE,OXYCODONE,GENERIC_NAME,OXYCODONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
512S,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
BANANAS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
BLUE,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
BLUE DYNAMITE,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
BLUEBERRIES,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
BUTTONS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
ERCS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
MEPROBAMATE,MEPROBAMATE,GENERIC_NAME,MEPROBAMATE,SCHEDULE IV,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
GREENIES,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
HILLBILLY HEROIN,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
NABILONE,NABILONE,GENERIC_NAME,NABILONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
KICKERS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
M-30S,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
PAULAS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
PERCS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
RIMS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
TIRES,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
OXAZEPAM,OXAZEPAM,GENERIC_NAME,OXAZEPAM,SCHEDULE IV,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
WHEELS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
PERKS,OXYCODONE,STREET_NAME,OXYCODONE CONTAINING ACETAMINOPHEN,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
ALPRAZOLAM,ALPRAZOLAM,GENERIC_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
XANAX,ALPRAZOLAM,BRAND_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
BARS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
BENZOS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
BICYCLE HANDLE BARS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
BICYCLE PARTS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
BRICKS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
FOOTBALLS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
FRENCH FRIES,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
HANDLEBARS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
SIBUTRAMINE,SIBUTRAMINE,GENERIC_NAME,SIBUTRAMINE,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
HULK,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
L7,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
LADDERS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
PALITROQUE,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
PLANKS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
SCHOOL BUS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
STICKS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
UPJOHNS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
WHITE BOYS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
WHITE GIRLS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
XANIES,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
XAN,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
YELLOW BOYS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
ZANBARS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
JWH-019,JWH-019,GENERIC_NAME,JWH-019,SCHEDULE I,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
ZANNIES,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
ZAN,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
JWH-122,JWH-122,GENERIC_NAME,JWH-122,SCHEDULE I,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
Z-BARS,ALPRAZOLAM,STREET_NAME,ALPRAZOLAM,SCHEDULE IV,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
AM-2201,AM-2201,GENERIC_NAME,AM-2201,SCHEDULE I,CN302,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
AMPHETAMINE,AMPHETAMINE,GENERIC_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
ACELERADOR,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
AMY,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
4-METHYLETHCATHINONE,4-METHYLETHCATHINONE,GENERIC_NAME,4-METHYLETHCATHINONE,SCHEDULE I,CN801,AMPHETAMINES,AMPHETAMINES
AMPS,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
BAM,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
B-BOMBS,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
BEANS,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
BENNIES,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
BENZ,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
BLACK AND WHITES,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
BLACK BEAUTIES,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
BLACK BIRDS,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
BLACK BOMBERS,AMPHETAMINE,STREET_NAME,AMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
