id_news,id_names,proba
86387,117,1.0
86486,117,1.0
86571,117,1.0
87596,117,1.0
88112,117,1.0
88133,117,1.0
88146,117,1.0
88331,117,1.0
89412,117,1.0
90559,117,0.8990537240537242
91799,117,1.0
92879,117,1.0
92964,117,1.0
93430,117,1.0
94058,117,1.0
94245,117,1.0
94973,117,1.0
95488,117,1.0
95690,117,1.0
95691,117,1.0
95860,117,1.0
96459,117,1.0
98205,117,1.0
101946,117,1.0
102172,117,1.0
102375,117,1.0
102718,117,1.0
103297,117,1.0
103704,117,1.0
103811,117,1.0
103845,117,1.0
104757,117,0.8617063492063493
104988,117,1.0
105079,117,1.0
105889,117,1.0
105908,117,0.825
105985,117,1.0
106008,117,1.0
106213,117,1.0
107430,117,1.0
107592,117,1.0
107897,117,1.0
108314,117,1.0
109036,117,1.0
109042,117,1.0
109618,117,1.0
109676,117,1.0
109687,117,1.0
111471,117,1.0
112261,117,1.0
112520,117,1.0
113156,117,1.0
113213,117,1.0
113221,117,1.0
113459,117,0.7188231213231212
113555,117,1.0
113816,117,1.0
113862,117,1.0
114087,117,1.0
114171,117,1.0
114339,117,1.0
114968,117,1.0
114971,117,1.0
115312,117,0.918392857142857
115397,117,1.0
115614,117,0.880595238095238
115709,117,1.0
115831,117,1.0
116068,117,1.0
116093,117,1.0
117071,117,1.0
117509,117,1.0
117780,117,1.0
117952,117,1.0
118116,117,1.0
118250,117,1.0
118594,117,1.0
119178,117,1.0
119364,117,1.0
119593,117,1.0
119622,117,1.0
119892,117,1.0
120252,117,1.0
120732,117,1.0
121430,117,1.0
121450,117,1.0
121491,117,1.0
121994,117,1.0
122835,117,1.0
123303,117,1.0
124402,117,1.0
124581,117,1.0
125210,117,1.0
125284,117,1.0
125323,117,1.0
125408,117,1.0
125726,117,1.0
125878,117,1.0
126833,117,1.0
127527,117,1.0
127552,117,1.0
127592,117,1.0
127971,117,1.0
127987,117,1.0
129339,117,1.0
129683,117,1.0
132324,117,1.0
132439,117,1.0
134207,117,1.0
134316,117,1.0
134860,117,1.0
135105,117,1.0
135264,117,1.0
135898,117,1.0
138000,117,1.0
138440,117,1.0
138466,117,1.0
138671,117,1.0
140758,117,1.0
140780,117,1.0
140902,117,1.0
140970,117,1.0
141371,117,1.0
141569,117,1.0
141935,117,1.0
141985,117,1.0
142321,117,1.0
142672,117,1.0
142965,117,1.0
143004,117,1.0
144029,117,1.0
144101,117,1.0
144442,117,1.0
146288,117,1.0
146492,117,1.0
146493,117,1.0
146686,117,1.0
75696,119,1.0
81423,119,1.0
85618,119,1.0
85626,119,1.0
92304,119,1.0
99738,119,1.0
99932,119,1.0
102194,119,1.0
108025,119,1.0
116386,119,1.0
129580,119,1.0
140008,119,1.0
142963,119,1.0
143187,119,1.0
143251,119,1.0
146791,119,1.0
94404,124,1.0
135964,124,1.0
137893,129,1.0
120421,132,1.0
145284,132,1.0
80544,154,1.0
125870,154,1.0
130067,154,1.0
133965,154,1.0
135968,154,1.0
119762,155,1.0
