id,name,name_type,full_generic_name,category,fda_schedule
1816,chippie,street_name,cannabis,,schedule i
1817,chistosa,street_name,cannabis,,schedule i
1818,christmas tree,street_name,cannabis,,schedule i
1819,chronic,street_name,cannabis,,schedule i
1820,churro,street_name,cannabis,,schedule i
1821,cigars,street_name,cannabis,,schedule i
1822,citrol,street_name,cannabis,,schedule i
1823,cola,street_name,cannabis,,schedule i
1824,colorado cocktail,street_name,cannabis,,schedule i
1825,cookie,street_name,cannabis,,schedule i
1826,cotorritos,street_name,cannabis,,schedule i
1827,crazy weed,street_name,cannabis,,schedule i
1828,creeper bud,street_name,cannabis,,schedule i
1829,crippy,street_name,cannabis,,schedule i
1830,crying weed,street_name,cannabis,,schedule i
1831,culican,street_name,cannabis,,schedule i
1832,dank,street_name,cannabis,,schedule i
1833,devil’s lettuce,street_name,cannabis,,schedule i
1834,marijuana concentrates/hash oil,generic_name,marijuana concentrates/hash oil,,
1835,hash oil,street_name,marijuana concentrates/hash oil,,
1836,hash,street_name,marijuana concentrates/hash oil,,
1837,710,street_name,marijuana concentrates/hash oil,,
1838,bhno,street_name,marijuana concentrates/hash oil,,
1839,bho,street_name,marijuana concentrates/hash oil,,
1840,black glass,street_name,marijuana concentrates/hash oil,,
1841,bubble hash,street_name,marijuana concentrates/hash oil,,
1842,budder,street_name,marijuana concentrates/hash oil,,
1843,butane hash oil,street_name,marijuana concentrates/hash oil,,
1844,butane honey oil,street_name,marijuana concentrates/hash oil,,
1845,caviar,street_name,marijuana concentrates/hash oil,,
1846,cbd,street_name,marijuana concentrates/hash oil,,
1847,cbd oil,street_name,marijuana concentrates/hash oil,,
1848,crystalline,street_name,marijuana concentrates/hash oil,,
1849,crumble,street_name,marijuana concentrates/hash oil,,
1850,dabs,street_name,marijuana concentrates/hash oil,,
1851,dipper,street_name,marijuana concentrates/hash oil,,
1852,ear wax,street_name,marijuana concentrates/hash oil,,
1853,edibles,street_name,marijuana concentrates/hash oil,,
1854,enail,street_name,marijuana concentrates/hash oil,,
1855,errl,street_name,marijuana concentrates/hash oil,,
1856,extract,street_name,marijuana concentrates/hash oil,,
1857,full melt,street_name,marijuana concentrates/hash oil,,
1858,glob,street_name,marijuana concentrates/hash oil,,
1859,gorilla glue,street_name,marijuana concentrates/hash oil,,
1860,heady,street_name,marijuana concentrates/hash oil,,
1861,honey oil,street_name,marijuana concentrates/hash oil,,
1862,iwe,street_name,marijuana concentrates/hash oil,,
1863,ice water hash,street_name,marijuana concentrates/hash oil,,
1864,klear,street_name,marijuana concentrates/hash oil,,
1865,live resin,street_name,marijuana concentrates/hash oil,,
1866,moon rocks,street_name,marijuana concentrates/hash oil,,
1867,rosin,street_name,marijuana concentrates/hash oil,,
1868,rosin tech,street_name,marijuana concentrates/hash oil,,
1869,sap,street_name,marijuana concentrates/hash oil,,
1870,shatter,street_name,marijuana concentrates/hash oil,,
1871,solventless,street_name,marijuana concentrates/hash oil,,
1872,terp sauce,street_name,marijuana concentrates/hash oil,,
1873,thca,street_name,marijuana concentrates/hash oil,,
1874,thca crystal,street_name,marijuana concentrates/hash oil,,
1875,thca crystalline,street_name,marijuana concentrates/hash oil,,
1876,thca powder,street_name,marijuana concentrates/hash oil,,
1877,trichrome,street_name,marijuana concentrates/hash oil,,
1878,wax,street_name,marijuana concentrates/hash oil,,
1879,synthetic cannabinoids,generic_name,synthetic cannabinoids,,
1880,abyss,street_name,synthetic cannabinoids,,
1881,ace of spades,street_name,synthetic cannabinoids,,
1882,ak-47,street_name,synthetic cannabinoids,,
1883,amnesia,street_name,synthetic cannabinoids,,
1884,atomic blast,street_name,synthetic cannabinoids,,
1885,big bang,street_name,synthetic cannabinoids,,
1886,black magic smoke,street_name,synthetic cannabinoids,,
1887,black mamba,street_name,synthetic cannabinoids,,
1888,420,street_name,synthetic cannabinoids,,
1889,blaze,street_name,synthetic cannabinoids,,
1890,bliss,street_name,synthetic cannabinoids,,
1891,blue cheese,street_name,synthetic cannabinoids,,
1892,bombay blue,street_name,synthetic cannabinoids,,
1893,brain freeze,street_name,synthetic cannabinoids,,
1894,buzz haze,street_name,synthetic cannabinoids,,
1895,cherry bomb,street_name,synthetic cannabinoids,,
1896,chill,street_name,synthetic cannabinoids,,
1897,chrome,street_name,synthetic cannabinoids,,
1898,clockwork orange,street_name,synthetic cannabinoids,,
1899,cloud 10,street_name,synthetic cannabinoids,,
1900,cowboy kush,street_name,synthetic cannabinoids,,
1901,crystal skull,street_name,synthetic cannabinoids,,
1902,dead man,street_name,synthetic cannabinoids,,
1903,devil’s venom,street_name,synthetic cannabinoids,,
1904,dr. feel good,street_name,synthetic cannabinoids,,
1905,dragon eye,street_name,synthetic cannabinoids,,
1906,earth blend,street_name,synthetic cannabinoids,,
1907,exodus,street_name,synthetic cannabinoids,,
1908,fake bake,street_name,synthetic cannabinoids,,
1909,fruit candy flavors,street_name,synthetic cannabinoids,,
1910,funky buddha,street_name,synthetic cannabinoids,,
1911,funky monkey,street_name,synthetic cannabinoids,,
1912,garden salad,street_name,synthetic cannabinoids,,
1913,genie,street_name,synthetic cannabinoids,,
1914,g-force,street_name,synthetic cannabinoids,,
1915,gi joe,street_name,synthetic cannabinoids,,
1916,green dream,street_name,synthetic cannabinoids,,
1917,green peace,street_name,synthetic cannabinoids,,
1918,hammer head,street_name,synthetic cannabinoids,,
1919,helix,street_name,synthetic cannabinoids,,
1920,hipster,street_name,synthetic cannabinoids,,
1921,hysteria,street_name,synthetic cannabinoids,,
1922,ice dragon,street_name,synthetic cannabinoids,,
1923,joker,street_name,synthetic cannabinoids,,
1924,juicy leaf,street_name,synthetic cannabinoids,,
1925,jungle juice,street_name,synthetic cannabinoids,,
1926,just chill,street_name,synthetic cannabinoids,,
1927,k2,street_name,synthetic cannabinoids,,
1928,kaos,street_name,synthetic cannabinoids,,
1929,karma,street_name,synthetic cannabinoids,,
1930,kong,street_name,synthetic cannabinoids,,
1931,krazy kandy,street_name,synthetic cannabinoids,,
1932,kryp2nite,street_name,synthetic cannabinoids,,
1933,kush,street_name,synthetic cannabinoids,,
1934,layer cake,street_name,synthetic cannabinoids,,
1935,limitless,street_name,synthetic cannabinoids,,
1936,mad hatter,street_name,synthetic cannabinoids,,
1937,mile high,street_name,synthetic cannabinoids,,
1938,mystique,street_name,synthetic cannabinoids,,
1939,ninja,street_name,synthetic cannabinoids,,
1940,odyssey,street_name,synthetic cannabinoids,,
1941,omg,street_name,synthetic cannabinoids,,
1942,pandora’s box,street_name,synthetic cannabinoids,,
1943,phoenix,street_name,synthetic cannabinoids,,
1944,pineapple express,street_name,synthetic cannabinoids,,
1945,posh,street_name,synthetic cannabinoids,,
1946,potpourri,street_name,synthetic cannabinoids,,
1947,pow,street_name,synthetic cannabinoids,,
1948,rapture,street_name,synthetic cannabinoids,,
1949,red magic,street_name,synthetic cannabinoids,,
1950,rewind,street_name,synthetic cannabinoids,,
1951,scooby snax,street_name,synthetic cannabinoids,,
1952,sexy,street_name,synthetic cannabinoids,,
1953,sky high,street_name,synthetic cannabinoids,,
1954,snake bite,street_name,synthetic cannabinoids,,
1955,solar flare,street_name,synthetic cannabinoids,,
1956,spice,street_name,synthetic cannabinoids,,
1957,spike diamond,street_name,synthetic cannabinoids,,
1958,sweet leaf,street_name,synthetic cannabinoids,,
1959,synthetic marijuana,street_name,synthetic cannabinoids,,
1960,terraband,street_name,synthetic cannabinoids,,
1961,time traveler,street_name,synthetic cannabinoids,,
1962,top gear,street_name,synthetic cannabinoids,,
1963,train wreck,street_name,synthetic cannabinoids,,
1964,viper,street_name,synthetic cannabinoids,,
1965,voodoo child,street_name,synthetic cannabinoids,,
1966,wazabi,street_name,synthetic cannabinoids,,
1967,wicked,street_name,synthetic cannabinoids,,
1968,wizard,street_name,synthetic cannabinoids,,
1969,xtreme,street_name,synthetic cannabinoids,,
1970,yucatan,street_name,synthetic cannabinoids,,
1971,yucatan fire,street_name,synthetic cannabinoids,,
1972,zero gravity,street_name,synthetic cannabinoids,,
1973,zohai,street_name,synthetic cannabinoids,,
1974,zombie,street_name,synthetic cannabinoids,,
1975,synthetic cathinones,generic_name,synthetic cathinones,,
1976,bath blow,street_name,synthetic cathinones,,
1977,bath salts,street_name,synthetic cathinones,,
1978,bliss,street_name,synthetic cathinones,,
1979,bloom,street_name,synthetic cathinones,,
1980,blue silk,street_name,synthetic cathinones,,
1981,bubbles,street_name,synthetic cathinones,,
1982,cloud 9,street_name,synthetic cathinones,,
1983,cloud nine,street_name,synthetic cathinones,,
1984,cosmic beast,street_name,synthetic cathinones,,
1985,drone,street_name,synthetic cathinones,,
1986,energy-1,street_name,synthetic cathinones,,
1987,flakka,street_name,synthetic cathinones,,
1988,gravel,street_name,synthetic cathinones,,
1989,insect repellent,street_name,synthetic cathinones,,
1990,ivory wave,street_name,synthetic cathinones,,
1991,jewelry cleaner,street_name,synthetic cathinones,,
1992,lunar wave,street_name,synthetic cathinones,,
1993,m-cat,street_name,synthetic cathinones,,
1994,meow-meow,street_name,synthetic cathinones,,
1995,ocean burst,street_name,synthetic cathinones,,
1996,phone screen cleaner,street_name,synthetic cathinones,,
1997,plant feeder,street_name,synthetic cathinones,,
1998,plant food,street_name,synthetic cathinones,,
1999,pure ivory,street_name,synthetic cathinones,,
2000,purple wave,street_name,synthetic cathinones,,
2001,recharge,street_name,synthetic cathinones,,
2002,red dove,street_name,synthetic cathinones,,
2003,salting,street_name,synthetic cathinones,,
2004,scarface,street_name,synthetic cathinones,,
2005,snow leopard,street_name,synthetic cathinones,,
2006,stardust,street_name,synthetic cathinones,,
2007,vanilla sky,street_name,synthetic cathinones,,
2008,white dove,street_name,synthetic cathinones,,
2009,white knight,street_name,synthetic cathinones,,
2010,white lightening,street_name,synthetic cathinones,,
2011,white lightning,street_name,synthetic cathinones,,
2012,white magic,street_name,synthetic cathinones,,
2013,wicked x,street_name,synthetic cathinones,,
2014,zoom,street_name,synthetic cathinones,,
2015,codeine,generic_name,codeine,opioid-containing antitussives/expectorants,schedule ii
2016,captain cody,street_name,codeine,opioid-containing antitussives/expectorants,schedule ii
2017,cody,street_name,codeine,opioid-containing antitussives/expectorants,schedule ii
2018,schoolboy,street_name,codeine,opioid-containing antitussives/expectorants,schedule ii
2019,doors & fours,street_name,codeine,opioid-containing antitussives/expectorants,schedule ii
2020,pancakes & syrup,street_name,codeine,opioid-containing antitussives/expectorants,schedule ii
2021,loads,street_name,codeine,opioid-containing antitussives/expectorants,schedule ii
2022,little c,street_name,codeine,opioid-containing antitussives/expectorants,schedule ii
2023,phenergan,brand_name,codeine with promethazine,opioid-containing antitussives/expectorants,schedule ii
2024,purple drank,street_name,codeine with promethazine,opioid-containing antitussives/expectorants,schedule ii
2025,sizzurp,street_name,codeine with promethazine,opioid-containing antitussives/expectorants,schedule ii
2026,texas tea,street_name,codeine with promethazine,opioid-containing antitussives/expectorants,schedule ii
2027,isonipecaine,brand_name,meperidine;isonipecaine;pethidine,opioid analgesics,
2028,pethidine,brand_name,meperidine;isonipecaine;pethidine,opioid analgesics,
2029,meperidine,generic_name,meperidine;isonipecaine;pethidine,opioid analgesics,
2030,demmies,street_name,meperidine;isonipecaine;pethidine,opioid analgesics,
2031,pain killer,street_name,meperidine;isonipecaine;pethidine,opioid analgesics,
2032,abstral,brand_name,fentanyl,opioid analgesics,schedule ii
2033,actiq,brand_name,fentanyl,opioid analgesics,schedule ii
2034,avinza,brand_name,morphine sulfate extended-release capsules,opioid analgesics,schedule ii
2035,butrans,brand_name,buprenorphine transdermal system,opioid analgesics,schedule iii
2036,demerol,brand_name,meperidine;isonipecaine;pethidine,opioid analgesics,
2037,dilaudid,brand_name,hydromorphone;dihydromorphinone,opioid analgesics,schedule ii
2038,dolophine,brand_name,methadone hydrochloride tablets,opioid analgesics,schedule ii
2039,duragesic,brand_name,fentanyl transdermal system,opioid analgesics,schedule ii
2040,fentora,brand_name,fentanyl,opioid analgesics,schedule ii
2041,hysingla,brand_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
2042,methadose,brand_name,methadone,opioid analgesics,schedule ii
2043,amidone,street_name,methadone,opioid analgesics,schedule ii
2044,dollies,street_name,methadone,opioid analgesics,schedule ii
2045,dolls,street_name,methadone,opioid analgesics,schedule ii
2046,fizzies,street_name,methadone,opioid analgesics,schedule ii
2047,red rock,street_name,methadone,opioid analgesics,schedule ii
2048,tootisie roll,street_name,methadone,opioid analgesics,schedule ii
2049,morphabond,brand_name,morphine,opioid analgesics,schedule ii
2050,nucynta er,brand_name,tapentadol extended-release oral tablets,opioid analgesics,schedule ii
2051,onsolis,brand_name,fentanyl,opioid analgesics,schedule ii
2052,oramorph,brand_name,morphine,opioid analgesics,schedule ii
2053,oxaydo,brand_name,oxycodone,opioid analgesics,schedule ii
2054,roxanol-t,brand_name,morphine,opioid analgesics,schedule ii
2055,sublimaze,brand_name,fentanyl,opioid analgesics,schedule ii
2056,xtampza er,brand_name,oxycodone,opioid analgesics,schedule ii
2057,zohydro er,brand_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
2058,anexsia,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2059,co-gesic,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2060,embeda,brand_name,morphine sulfate and naltrexone extended-release capsules,opioid analgesics,schedule ii
2061,exalgo,brand_name,hydromorphone hydrochloride extended-release tablets,opioid analgesics,schedule ii
2062,hycet,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2063,hycodan,brand_name,hydrocodone containing homatropine,opioid-containing antitussives/expectorants,schedule ii
2064,hydromet,brand_name,hydrocodone containing homatropine,opioid-containing antitussives/expectorants,schedule ii
2065,ibudone,brand_name,hydrocodone containing ibuprofen,opioid-containing antitussives/expectorants,schedule ii
2066,kadian,brand_name,morphine sulfate extended-release tablets,opioid analgesics,schedule ii
2067,liquicet,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2068,lorcet,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2069,lorcet plus,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2070,lortab,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2071,maxidone,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2072,ms contin,brand_name,morphine sulfate controlled-release tablets,opioid analgesics,schedule ii
2073,duramorph,brand_name,morphine,opioid analgesics,schedule ii
2074,norco,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2075,opana er,brand_name,oxymorphone hydrochloride extended-release tablets,opioid analgesics,schedule ii
2076,biscuits,street_name,oxymorphone,opioid analgesics,schedule ii
2077,blue heaven,street_name,oxymorphone,opioid analgesics,schedule ii
2078,mrs. o,street_name,oxymorphone,opioid analgesics,schedule ii
2079,o bomb,street_name,oxymorphone,opioid analgesics,schedule ii
2080,octagons,street_name,oxymorphone,opioid analgesics,schedule ii
2081,stop signs,street_name,oxymorphone,opioid analgesics,schedule ii
2082,oxycontin,brand_name,oxycodone hydrochloride controlled-release tablets,opioid analgesics,schedule ii
2083,oxycet,brand_name,oxycodone containing acetaminophen,opioid analgesics,schedule ii
2084,palladone,brand_name,hydromorphone hydrochloride extended-release capsules,opioid analgesics,schedule ii
2085,percocet,brand_name,oxycodone containing acetaminophen,opioid analgesics,schedule ii
2086,percodan,brand_name,oxycodone containing aspirin,opioid analgesics,schedule ii
2087,reprexain,brand_name,hydrocodone containing ibuprofen,opioid-containing antitussives/expectorants,schedule ii
2088,rezira,brand_name,hydrocodone containing pseudoephedrine,opioid-containing antitussives/expectorants,schedule ii
2089,roxicet,brand_name,oxycodone containing acetaminophen,opioid analgesics,schedule ii
2090,targiniq er,brand_name,oxycodone containing naloxone,opioid analgesics,schedule ii
2091,tussicaps,brand_name,hydrocodone containing chlorpheniramine,opioid-containing antitussives/expectorants,schedule ii
2092,tussionex,brand_name,hydrocodone containing chlorpheniramine,opioid-containing antitussives/expectorants,schedule ii
2093,tuzistra xr,brand_name,codeine containing chlorpheniramine,opioid-containing antitussives/expectorants,schedule ii
2094,tylenol #3 and #4,brand_name,codeine containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2095,vicodin,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2096,vicodin es,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2097,vicodin hp,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2098,vicoprofen,brand_name,hydrocodone containing ibuprofen,opioid-containing antitussives/expectorants,schedule ii
2099,vituz,brand_name,hydrocodone containing chlorpheniramine,opioid-containing antitussives/expectorants,schedule ii
2100,xartemis xr,brand_name,oxycodone containing acetaminophen,opioid analgesics,schedule ii
2101,xodol,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2102,zolvit,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2103,zutripro,brand_name,hydrocodone containing chlorpheniramine and pseudoephedrine,opioid-containing antitussives/expectorants,schedule ii
2104,zydone,brand_name,hydrocodone containing acetaminophen,opioid-containing antitussives/expectorants,schedule ii
2105,fentanyl,brand_name,fentanyl extended-release transdermal system,opioid analgesics,schedule ii
2106,lysergic acid diethylamide,generic_name,lysergic acid diethylamide,drug,schedule i
2107,lsd,street_name,lysergic acid diethylamide,drug,schedule i
2108,acid,street_name,lysergic acid diethylamide,drug,schedule i
2109,blotter,street_name,lysergic acid diethylamide,drug,schedule i
2110,dots,street_name,lysergic acid diethylamide,drug,schedule i
2111,electric kool aid,street_name,lysergic acid diethylamide,drug,schedule i
2112,lucy in the sky with diamonds,street_name,lysergic acid diethylamide,drug,schedule i
2113,purple haze,street_name,lysergic acid diethylamide,drug,schedule i
2114,sugar cubes,street_name,lysergic acid diethylamide,drug,schedule i
2115,yellow sunshine,street_name,lysergic acid diethylamide,drug,schedule i
2116,psilocybin,generic_name,psilocybin,,
2117,psilocin,brand_name,psilocybin,,
2118,mushrooms,street_name,psilocybin,,
2119,shrooms,street_name,psilocybin,,
2120,shroomies,street_name,psilocybin,,
2121,magic mushrooms,street_name,psilocybin,,
2122,alice,street_name,psilocybin,,
2123,boomers,street_name,psilocybin,,
2124,caps,street_name,psilocybin,,
2125,cow patties,street_name,psilocybin,,
2126,fungus,street_name,psilocybin,,
2127,hongos,street_name,psilocybin,,
2128,mushies,street_name,psilocybin,,
2129,pizza toppings,street_name,psilocybin,,
2130,tweezes,street_name,psilocybin,,
2131,lorazepam,generic_name,lorazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2132,antivan,brand_name,lorazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2133,downers,street_name,lorazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2134,sleeping pills,street_name,lorazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2135,tranks,street_name,lorazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2136,triazolam,generic_name,triazolam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2137,halcion,brand_name,triazolam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2138,downers,street_name,triazolam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2139,sleeping pills,street_name,triazolam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2140,tranks,street_name,triazolam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2141,chlordiazepoxide,generic_name,chlordiazepoxide,"cns medications,other",schedule iv
2142,librium,brand_name,chlordiazepoxide,"cns medications,other",schedule iv
2143,downers,street_name,chlordiazepoxide,"cns medications,other",schedule iv
2144,sleeping pills,street_name,chlordiazepoxide,"cns medications,other",schedule iv
2145,tranks,street_name,chlordiazepoxide,"cns medications,other",schedule iv
2146,flunitrazepam,generic_name,flunitrazepam,benzodiazepine,schedule iv
2147,rohypnol,brand_name,flunitrazepam,benzodiazepine,schedule iv
2148,date rape drug,street_name,flunitrazepam,benzodiazepine,schedule iv
2149,forget-me pill,street_name,flunitrazepam,benzodiazepine,schedule iv
2150,la rocha,street_name,flunitrazepam,benzodiazepine,schedule iv
2151,lunch money,street_name,flunitrazepam,benzodiazepine,schedule iv
2152,mexican valium,street_name,flunitrazepam,benzodiazepine,schedule iv
2153,mind eraser,street_name,flunitrazepam,benzodiazepine,schedule iv
2154,roofies,street_name,flunitrazepam,benzodiazepine,schedule iv
2155,wolfies,street_name,flunitrazepam,benzodiazepine,schedule iv
2156,diazepam,generic_name,diazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2157,valium,brand_name,diazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2158,jellies,street_name,diazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2159,moggies,street_name,diazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2160,vallies,street_name,diazepam,benzodiazepine derivative sedatives/hypnotics,schedule iv
2161,ayahuasca,generic_name,ayahuasca,,
2162,aya,street_name,ayahuasca,,
2163,hoasca,street_name,ayahuasca,,
2164,yage,street_name,ayahuasca,,
2165,dmt,generic_name,dmt,,schedule i
2166,"n,n-dimethyltryptamine",brand_name,dmt,,schedule i
2167,the spirit molecule,street_name,dmt,,schedule i
2168,dimitri,street_name,dmt,,schedule i
2169,ghb,generic_name,ghb,,
2170,gamma-hydroxybutyric,brand_name,ghb,,
2171,date rape drug,street_name,ghb,,
2172,geeb,street_name,ghb,,
2173,georgia home boy,street_name,ghb,,
2174,gina,street_name,ghb,,
2175,goop,street_name,ghb,,
2176,grievous bodily harm,street_name,ghb,,
2177,liquid e,street_name,ghb,,
2178,liquid x,street_name,ghb,,
2179,scoop,street_name,ghb,,
2180,ketamine,generic_name,ketamine,"general anesthetics,other",schedule iii
2181,blind squid,street_name,ketamine,"general anesthetics,other",schedule iii
2182,cat valium,street_name,ketamine,"general anesthetics,other",schedule iii
2183,k,street_name,ketamine,"general anesthetics,other",schedule iii
2184,k-hold,street_name,ketamine,"general anesthetics,other",schedule iii
2185,special k,street_name,ketamine,"general anesthetics,other",schedule iii
2186,super acid,street_name,ketamine,"general anesthetics,other",schedule iii
2187,vitamin k,street_name,ketamine,"general anesthetics,other",schedule iii
2188,khat,generic_name,khat,,
2189,abyssinian tea,street_name,khat,,
2190,african salad,street_name,khat,,
2191,catha,street_name,khat,,
2192,chat,street_name,khat,,
2193,kat,street_name,khat,,
2194,oat,street_name,khat,,
2195,qat,street_name,khat,,
2196,kratom,generic_name,kratom,,
2197,biak-biak,street_name,kratom,,
2198,herbal speedball,street_name,kratom,,
2199,ithang,street_name,kratom,,
2200,kahyam,street_name,kratom,,
2201,ketum,street_name,kratom,,
2202,thom,street_name,kratom,,
2203,mescaline,generic_name,mescaline,,schedule i
2204,big chief,street_name,mescaline,,schedule i
2205,blue caps,street_name,mescaline,,schedule i
2206,buttons,street_name,mescaline,,schedule i
2207,cactus,street_name,mescaline,,schedule i
2208,mescal,street_name,mescaline,,schedule i
2209,san pedro,street_name,mescaline,,schedule i
2210,topi,street_name,mescaline,,schedule i
2211,phencyclidine,brand_name,pcp,,
2212,pcp,generic_name,pcp,,
2213,angel dust,street_name,pcp,,
2214,butt naked,street_name,pcp,,
2215,purple rain,street_name,pcp,,
2216,rocket fuel,street_name,pcp,,
2217,stardust,street_name,pcp,,
2218,yellow fever,street_name,pcp,,
2219,zombie,street_name,pcp,,
2220,peyote,generic_name,peyote,,
2221,black button,street_name,peyote,,
2222,cactus,street_name,peyote,,
2223,green button,street_name,peyote,,
2224,half moon,street_name,peyote,,
2225,nubs,street_name,peyote,,
2226,shaman,street_name,peyote,,
2227,tops,street_name,peyote,,
2228,salvia,generic_name,salvia,,
2229,salvia divinorum,brand_name,salvia,,
2230,diviner’s sage,street_name,salvia,,
2231,magic mint,street_name,salvia,,
2232,maria pastora,street_name,salvia,,
2233,sally-d,street_name,salvia,,
2234,amyl nitrate,generic_name,amyl nitrate,antianginals,
2235,ames,street_name,amyl nitrate,antianginals,
2236,amies,street_name,amyl nitrate,antianginals,
2237,amys,street_name,amyl nitrate,antianginals,
2238,pearls,street_name,amyl nitrate,antianginals,
2239,poppers,street_name,amyl nitrate,antianginals,
2240,isobutyl nitrate,generic_name,isobutyl nitrate,contact lens solutions,
2241,aroma of men,street_name,isobutyl nitrate,contact lens solutions,
2242,bolt,street_name,isobutyl nitrate,contact lens solutions,
2243,climax,street_name,isobutyl nitrate,contact lens solutions,
2244,hardware,street_name,isobutyl nitrate,contact lens solutions,
2245,locker room,street_name,isobutyl nitrate,contact lens solutions,
2246,poppers,street_name,isobutyl nitrate,contact lens solutions,
2247,quicksilver,street_name,isobutyl nitrate,contact lens solutions,
2248,snappers,street_name,isobutyl nitrate,contact lens solutions,
2249,nitrous oxide,generic_name,nitrous oxide,hemorrhoidal preparations without steroid,
2250,buzz bomb,street_name,nitrous oxide,hemorrhoidal preparations without steroid,
2251,hippie crack,street_name,nitrous oxide,hemorrhoidal preparations without steroid,
2252,laughing gas,street_name,nitrous oxide,hemorrhoidal preparations without steroid,
2253,whippets,street_name,nitrous oxide,hemorrhoidal preparations without steroid,
2254,propoxyphene,generic_name,propoxyphene,opioid analgesics,
2255,darvocet,brand_name,propoxyphene,opioid analgesics,
2256,darvon,brand_name,propoxyphene,opioid analgesics,
2257,footballs,street_name,propoxyphene,opioid analgesics,
2258,n’s,street_name,propoxyphene,opioid analgesics,
2259,pink footballs,street_name,propoxyphene,opioid analgesics,
2260,pinks,street_name,propoxyphene,opioid analgesics,
2261,yellow footballs,street_name,propoxyphene,opioid analgesics,
2262,65s,street_name,propoxyphene,opioid analgesics,
2263,tramadol,generic_name,tramadol,opioid analgesics,schedule iv
2264,ultram,brand_name,tramadol,opioid analgesics,schedule iv
2265,chill pills,street_name,tramadol,opioid analgesics,schedule iv
2266,trammies,street_name,tramadol,opioid analgesics,schedule iv
2267,ultras,street_name,tramadol,opioid analgesics,schedule iv
2268,dimenhydrinate,generic_name,dimenhydrinate,"antihistamines,ethanolamine",otc
2269,dramamine,brand_name,dimenhydrinate,"antihistamines,ethanolamine",otc
2270,dime,street_name,dimenhydrinate,"antihistamines,ethanolamine",otc
2271,dime tabs,street_name,dimenhydrinate,"antihistamines,ethanolamine",otc
2272,substance d,street_name,dimenhydrinate,"antihistamines,ethanolamine",otc
2273,dxm,generic_name,dxm,,
2274,dextromethorphan,brand_name,dxm,,
2275,dex,street_name,dxm,,
2276,dextro,street_name,dxm,,
2277,drix,street_name,dxm,,
2278,poor man’s ecstasy,street_name,dxm,,
2279,red devils,street_name,dxm,,
2280,robo,street_name,dxm,,
2281,robotripping,street_name,dxm,,
2282,triple c,street_name,dxm,,
2283,tussin,street_name,dxm,,
2284,pseudoephedrine,generic_name,pseudoephedrine,"cold remedies,other",otc
2285,pseudoephedrine,brand_name,pseudoephedrine,,
2286,chalk,street_name,pseudoephedrine,"cold remedies,other",otc
2287,crank,street_name,pseudoephedrine,"cold remedies,other",otc
2288,meth,street_name,pseudoephedrine,"cold remedies,other",otc
2289,zolpidem,generic_name,zolpidem,"sedatives/hypnotics,other",schedule iv
2290,ambien,brand_name,zolpidem,"sedatives/hypnotics,other",schedule iv
2291,date rape drug,street_name,zolpidem,"sedatives/hypnotics,other",schedule iv
2292,forget-me pill,street_name,zolpidem,"sedatives/hypnotics,other",schedule iv
2293,mexican valium,street_name,zolpidem,"sedatives/hypnotics,other",schedule iv
2294,r2,street_name,zolpidem,"sedatives/hypnotics,other",schedule iv
2295,roche,street_name,zolpidem,"sedatives/hypnotics,other",schedule iv
