id,name
1854,edibles
1855,enail
1856,errl
1857,extract
1858,full melt
1859,glob
1860,gorilla glue
1861,heady
1862,honey oil
1863,iwe
1864,ice water hash
1865,klear
1866,live resin
1867,moon rocks
1868,rosin
1869,rosin tech
1870,sap
1871,shatter
1872,solventless
1873,terp sauce
1874,thca
1875,thca crystal
1876,thca crystalline
1877,thca powder
1878,trichrome
1879,wax
1880,synthetic cannabinoids
1881,abyss
1882,ace of spades
1883,ak-47
1884,amnesia
1885,atomic blast
1886,big bang
1887,black magic smoke
1888,black mamba
1889,420
1890,blaze
1891,bliss
1892,blue cheese
1893,bombay blue
1894,brain freeze
1895,buzz haze
1896,cherry bomb
1897,chill
1898,chrome
1899,clockwork orange
1900,cloud 10
1901,cowboy kush
1902,crystal skull
1903,dead man
1904,devil’s venom
1905,dr. feel good
1906,dragon eye
1907,earth blend
1908,exodus
1909,fake bake
1910,fruit candy flavors
1911,funky buddha
1912,funky monkey
1913,garden salad
1914,genie
1915,g-force
1916,gi joe
1917,green dream
1918,green peace
1919,hammer head
1920,helix
1921,hipster
1922,hysteria
1923,ice dragon
1924,joker
1925,juicy leaf
1926,jungle juice
1927,just chill
1928,k2
1929,kaos
1930,karma
1931,kong
1932,krazy kandy
1933,kryp2nite
1934,kush
1935,layer cake
1936,limitless
1937,mad hatter
1938,mile high
1939,mystique
1940,ninja
1941,odyssey
1942,omg
1943,pandora’s box
1944,phoenix
1945,pineapple express
1946,posh
1947,potpourri
1948,pow
1949,rapture
1950,red magic
1951,rewind
1952,scooby snax
1953,sexy
1954,sky high
1955,snake bite
1956,solar flare
1957,spice
1958,spike diamond
1959,sweet leaf
1960,synthetic marijuana
1961,terraband
1962,time traveler
1963,top gear
1964,train wreck
1965,viper
1966,voodoo child
1967,wazabi
1968,wicked
1969,wizard
1970,xtreme
1971,yucatan
1972,yucatan fire
1973,zero gravity
1974,zohai
1975,zombie
1976,synthetic cathinones
1977,bath blow
1978,bath salts
1979,bliss
1980,bloom
1981,blue silk
1982,bubbles
1983,cloud 9
1984,cloud nine
1985,cosmic beast
1986,drone
1987,energy-1
1988,flakka
1989,gravel
1990,insect repellent
1991,ivory wave
1992,jewelry cleaner
1993,lunar wave
1994,m-cat
1995,meow-meow
1996,ocean burst
1997,phone screen cleaner
1998,plant feeder
1999,plant food
2000,pure ivory
2001,purple wave
2002,recharge
2003,red dove
2004,salting
2005,scarface
2006,snow leopard
2007,stardust
2008,vanilla sky
2009,white dove
2010,white knight
2011,white lightening
2012,white lightning
2013,white magic
2014,wicked x
2015,zoom
2016,codeine
2017,captain cody
2018,cody
2019,schoolboy
2020,doors & fours
2021,pancakes & syrup
2022,loads
2023,little c
2024,phenergan
2025,purple drank
2026,sizzurp
2027,texas tea
2028,isonipecaine
2029,pethidine
2030,meperidine
2031,demmies
2032,pain killer
2033,abstral
2034,actiq
2035,avinza
2036,butrans
2037,demerol
2038,dilaudid
2039,dolophine
2040,duragesic
2041,fentora
2042,hysingla
2043,methadose
2044,amidone
2045,dollies
2046,dolls
2047,fizzies
2048,red rock
2049,tootisie roll
2050,morphabond
2051,nucynta er
2052,onsolis
2053,oramorph
2054,oxaydo
2055,roxanol-t
2056,sublimaze
2057,xtampza er
2058,zohydro er
2059,anexsia
2060,co-gesic
2061,embeda
2062,exalgo
2063,hycet
2064,hycodan
2065,hydromet
2066,ibudone
2067,kadian
2068,liquicet
2069,lorcet
2070,lorcet plus
2071,lortab
2072,maxidone
2073,ms contin
2074,duramorph
2075,norco
2076,opana er
2077,biscuits
2078,blue heaven
2079,mrs. o
2080,o bomb
2081,octagons
2082,stop signs
2083,oxycontin
2084,oxycet
2085,palladone
2086,percocet
2087,percodan
2088,reprexain
2089,rezira
2090,roxicet
2091,targiniq er
2092,tussicaps
2093,tussionex
2094,tuzistra xr
2095,tylenol #3 and #4
2096,vicodin
2097,vicodin es
2098,vicodin hp
2099,vicoprofen
2100,vituz
2101,xartemis xr
2102,xodol
2103,zolvit
2104,zutripro
2105,zydone
2106,fentanyl
2107,lysergic acid diethylamide
2108,lsd
2109,acid
2110,blotter
2111,dots
2112,electric kool aid
2113,lucy in the sky with diamonds
2114,purple haze
2115,sugar cubes
2116,yellow sunshine
2117,psilocybin
2118,psilocin
2119,mushrooms
2120,shrooms
2121,shroomies
2122,magic mushrooms
2123,alice
2124,boomers
2125,caps
2126,cow patties
2127,fungus
2128,hongos
2129,mushies
2130,pizza toppings
2131,tweezes
2132,lorazepam
2133,antivan
2134,downers
2135,sleeping pills
2136,tranks
2137,triazolam
2138,halcion
2139,downers
2140,sleeping pills
2141,tranks
2142,chlordiazepoxide
2143,librium
2144,downers
2145,sleeping pills
2146,tranks
2147,flunitrazepam
2148,rohypnol
2149,date rape drug
2150,forget-me pill
2151,la rocha
2152,lunch money
2153,mexican valium
2154,mind eraser
2155,roofies
2156,wolfies
2157,diazepam
2158,valium
2159,jellies
2160,moggies
2161,vallies
2162,ayahuasca
2163,aya
2164,hoasca
2165,yage
2166,dmt
2167,"n,n-dimethyltryptamine"
2168,the spirit molecule
2169,dimitri
2170,ghb
2171,gamma-hydroxybutyric
2172,date rape drug
2173,geeb
2174,georgia home boy
2175,gina
2176,goop
2177,grievous bodily harm
2178,liquid e
2179,liquid x
2180,scoop
2181,ketamine
2182,blind squid
2183,cat valium
2184,k
2185,k-hold
2186,special k
2187,super acid
2188,vitamin k
2189,khat
2190,abyssinian tea
2191,african salad
2192,catha
2193,chat
2194,kat
2195,oat
2196,qat
2197,kratom
2198,biak-biak
2199,herbal speedball
2200,ithang
2201,kahyam
2202,ketum
2203,thom
2204,mescaline
2205,big chief
2206,blue caps
2207,buttons
2208,cactus
2209,mescal
2210,san pedro
2211,topi
2212,phencyclidine
2213,pcp
2214,angel dust
2215,butt naked
2216,purple rain
2217,rocket fuel
2218,stardust
2219,yellow fever
2220,zombie
2221,peyote
2222,black button
2223,cactus
2224,green button
2225,half moon
2226,nubs
2227,shaman
2228,tops
2229,salvia
2230,salvia divinorum
2231,diviner’s sage
2232,magic mint
2233,maria pastora
2234,sally-d
2235,amyl nitrate
2236,ames
2237,amies
2238,amys
2239,pearls
2240,poppers
2241,isobutyl nitrate
2242,aroma of men
2243,bolt
2244,climax
2245,hardware
2246,locker room
2247,poppers
2248,quicksilver
2249,snappers
2250,nitrous oxide
2251,buzz bomb
2252,hippie crack
2253,laughing gas
2254,whippets
2255,propoxyphene
2256,darvocet
2257,darvon
2258,footballs
2259,n’s
2260,pink footballs
2261,pinks
2262,yellow footballs
2263,65s
2264,tramadol
2265,ultram
2266,chill pills
2267,trammies
2268,ultras
2269,dimenhydrinate
2270,dramamine
2271,dime
2272,dime tabs
2273,substance d
2274,dxm
2275,dextromethorphan
2276,dex
2277,dextro
2278,drix
2279,poor man’s ecstasy
2280,red devils
2281,robo
2282,robotripping
2283,triple c
2284,tussin
2285,pseudoephedrine
2286,sudafed
2287,chalk
2288,crank
2289,meth
2290,zolpidem
2291,ambien
2292,date rape drug
2293,forget-me pill
2294,mexican valium
2295,r2
2296,roche
2297,roofies
2298,roofinol
2299,rophies
2300,eszopiclone
2301,lunesta
2302,date rape drug
2303,forget-me pill
2304,mexican valium
2305,r2
2306,roche
2307,roofies
2308,roofinol
2309,rophies
2310,sonata
2311,zaleplon
2312,date rape drug
2313,forget-me pill
2314,mexican valium
2315,r2
2316,roche
2317,roofies
2318,roofinol
2319,rophies
2320,amobarbital
2321,amytal
2322,barbs
2323,red birds
2324,reds
2325,yellows
2326,yellow jackets
2327,paroxetine
2328,paxil
2329,bottled smiles
2330,happy pill
2331,miracle drug
2332,wonder drug
2333,fluoxetine
2334,prozac
2335,bottled smiles
2336,happy pill
2337,miracle drug
2338,wonder drug
2339,sertraline
2340,zoloft
2341,bottled smiles
2342,happy pill
2343,miracle drug
2344,wonder drug
2345,phentermine
2346,ionamin
2347,adipex
2348,crank
2349,fastin
2350,fen-phen
2351,nandrolone
2352,testosterone
2353,arnolds
2354,gym candy
2355,juice
2356,muscle builders
2357,pumpers
2358,roids
2359,stackers
2360,weight gainers
2361,steroids
2362,arnolds
2363,gym candy
2364,juice
2365,muscle builders
2366,pumpers
2367,roids
2368,stackers
2369,weight gainers
2370,steroids
2371,hydromorphone
2372,oxymorphone
2373,methadone
2374,tapentadol
